Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,Leluaitta Varastomyymälä,Tinks Juhlakauppa,Wolt
mgas-dream-ella-nukke,"MGA's Dream Ella Nukke, kolme erilaista",Hahmo,Yasmin Lääkäri,,,,,578062,,,not stocked,3,not stocked
mgas-dream-ella-nukke,"MGA's Dream Ella Nukke, kolme erilaista",Hahmo,Ella Eläinlääkäri,,,,,578055,,,not stocked,0,not stocked
mgas-dream-ella-nukke,"MGA's Dream Ella Nukke, kolme erilaista",Hahmo,Aria Leipuri,,,,,578048,,,not stocked,4,not stocked
encanto-nukke,"Encanto Nukke, Isabela Madrical",Title,Default Title,,,,,JA219394-1,,,not stocked,0,not stocked
encanto-nukke-mirabel-madrical,"Encanto Nukke, Mirabel Madrical",Title,Default Title,,,,,JA219394,,,not stocked,0,not stocked
smart-egg-labyrinttipulmapeli-pieni-12-erilaista,"Smart Egg, Labyrinttipulmapeli Pieni, 12 erilaista",Design,Lava,,,,,40005,,,not stocked,0,not stocked
smart-egg-labyrinttipulmapeli-pieni-12-erilaista,"Smart Egg, Labyrinttipulmapeli Pieni, 12 erilaista",Design,Dino,,,,,40008,,,not stocked,0,not stocked
smart-egg-labyrinttipulmapeli-pieni-12-erilaista,"Smart Egg, Labyrinttipulmapeli Pieni, 12 erilaista",Design,Robo,,,,,40009,,,not stocked,3,not stocked
smart-egg-labyrinttipulmapeli-pieni-12-erilaista,"Smart Egg, Labyrinttipulmapeli Pieni, 12 erilaista",Design,Mummy,,,,,40014,,,not stocked,0,not stocked
smart-egg-labyrinttipulmapeli-pieni-12-erilaista,"Smart Egg, Labyrinttipulmapeli Pieni, 12 erilaista",Design,Techno,,,,,40004,,,not stocked,1,not stocked
smart-egg-labyrinttipulmapeli-pieni-12-erilaista,"Smart Egg, Labyrinttipulmapeli Pieni, 12 erilaista",Design,Scorpion,,,,,40007,,,not stocked,2,not stocked
smart-egg-labyrinttipulmapeli-pieni-12-erilaista,"Smart Egg, Labyrinttipulmapeli Pieni, 12 erilaista",Design,Space Capsule,,,,,40010,,,not stocked,0,not stocked
smart-egg-labyrinttipulmapeli-pieni-12-erilaista,"Smart Egg, Labyrinttipulmapeli Pieni, 12 erilaista",Design,ZigZag,,,,,40013,,,not stocked,0,not stocked
smart-egg-labyrinttipulmapeli-pieni-12-erilaista,"Smart Egg, Labyrinttipulmapeli Pieni, 12 erilaista",Design,Jester,,,,,40003,,,not stocked,1,not stocked
smart-egg-labyrinttipulmapeli-pieni-12-erilaista,"Smart Egg, Labyrinttipulmapeli Pieni, 12 erilaista",Design,Skull,,,,,40006,,,not stocked,2,not stocked
smart-egg-labyrinttipulmapeli-pieni-12-erilaista,"Smart Egg, Labyrinttipulmapeli Pieni, 12 erilaista",Design,Spider,,,,,40011,,,not stocked,0,not stocked
smart-egg-labyrinttipulmapeli-pieni-12-erilaista,"Smart Egg, Labyrinttipulmapeli Pieni, 12 erilaista",Design,Frankenstein,,,,,40012,,,not stocked,0,not stocked
magical-mesh-kaulakoru-great-pretenders,Magical Mesh Kaulakoru | Great Pretenders,Title,Default Title,,,,,A86105,,,not stocked,0,not stocked
glydesdalenhevonen-mojo,"Glydesdalenhevonen, Mojö",Title,Default Title,,,,,38707000,,,not stocked,0,not stocked
tulilohikaarme-mojo,"Tulilohikäärme, Mojö",Title,Default Title,,,,,38725300,,,not stocked,0,not stocked
andalusianhevonen-ori-mojo,"Andalusianhevonen Ori, Mojö",Title,Default Title,,,,,38710900,,,not stocked,0,not stocked
shirehevonen-mojo,"Shirehevonen, Mojö",Title,Default Title,,,,,38729000,,,not stocked,0,not stocked
